college_code,college_clean,branch_canonical,category,mean_cutoff,min_cutoff,max_cutoff,std_cutoff,n_years,latest_cutoff,trend,predicted_2026
E028,Tontadarya College of Engineering Gadag,ELECTRICAL & ELECTRONICS ENGINEERING,3BR,86863.0,86863,86863,0.0,1,86863,0.0,86863
E028,Tontadarya College of Engineering Gadag,ELECTRICAL & ELECTRONICS ENGINEERING,GM,90345.0,81588,97557,6704.153389255551,4,92690,8867.39999911326,101557
E028,Tontadarya College of Engineering Gadag,ELECTRICAL & ELECTRONICS ENGINEERING,GMK,91943.0,91943,91943,0.0,1,91943,0.0,91943
E028,Tontadarya College of Engineering Gadag,ELECTRICAL & ELECTRONICS ENGINEERING,GMR,106727.25,92981,145000,25525.409136453294,4,92981,6890.29999931097,99871
E028,Tontadarya College of Engineering Gadag,ELECTRICAL & ELECTRONICS ENGINEERING,SCG,147852.0,131048,176647,25053.048936207346,3,176647,7861.5999992138395,184509
E028,Tontadarya College of Engineering Gadag,ELECTRICAL & ELECTRONICS ENGINEERING,SCR,130626.0,104373,164699,30913.926780659876,3,104373,-1865.4571426439477,102508
E028,Tontadarya College of Engineering Gadag,ELECTRICAL & ELECTRONICS ENGINEERING,STG,135737.33333333334,105571,178835,38305.586542087214,3,178835,30098.09999699019,208933
E028,Tontadarya College of Engineering Gadag,ELECTRONICS AND COMMUNICATION ENGINEERING,1G,73368.0,62051,94042,14180.852983277604,4,94042,15114.69999848853,109157
E028,Tontadarya College of Engineering Gadag,ELECTRONICS AND COMMUNICATION ENGINEERING,2AG,68467.5,62546,83270,9920.373934484527,4,83270,7694.2999992305695,90964
E028,Tontadarya College of Engineering Gadag,ELECTRONICS AND COMMUNICATION ENGINEERING,2AK,104942133450.0,104942133450,104942133450,0.0,1,104942133450,0.0,250000
E028,Tontadarya College of Engineering Gadag,ELECTRONICS AND COMMUNICATION ENGINEERING,2AR,80344.5,64941,94065,12331.496624497775,4,94065,6396.19999936038,100461
E028,Tontadarya College of Engineering Gadag,ELECTRONICS AND COMMUNICATION ENGINEERING,2BG,68468.75,59718,79982,9706.50776111917,4,79982,9212.9999990787,89195
E028,Tontadarya College of Engineering Gadag,ELECTRONICS AND COMMUNICATION ENGINEERING,2BK,78088.0,78088,78088,0.0,1,78088,0.0,78088
E028,Tontadarya College of Engineering Gadag,ELECTRONICS AND COMMUNICATION ENGINEERING,2BR,122820.0,106278,139615,16669.939981895557,3,106278,-10742.571426275437,95535
E028,Tontadarya College of Engineering Gadag,ELECTRONICS AND COMMUNICATION ENGINEERING,3AG,68364.0,62170,86107,11830.319606840723,4,86107,12453.19999875468,98560
E028,Tontadarya College of Engineering Gadag,ELECTRONICS AND COMMUNICATION ENGINEERING,3AR,89258.0,77042,100061,11574.368967680268,3,90671,-4327.071427648546,86344
E028,Tontadarya College of Engineering Gadag,ELECTRONICS AND COMMUNICATION ENGINEERING,3BG,63043.25,56413,73674,7465.878442398234,4,73674,7574.79999924252,81249
E028,Tontadarya College of Engineering Gadag,ELECTRONICS AND COMMUNICATION ENGINEERING,3BR,83896.66666666667,74239,88774,8363.925294581086,3,88677,-1065.9285712042483,87611
E028,Tontadarya College of Engineering Gadag,ELECTRONICS AND COMMUNICATION ENGINEERING,GM,61528.25,54777,72059,7386.00015231519,4,72059,7012.39999929876,79071
E028,Tontadarya College of Engineering Gadag,ELECTRONICS AND COMMUNICATION ENGINEERING,GMK,69101.0,57418,75281,10123.435632234741,3,74604,8439.114284749816,83043
E028,Tontadarya College of Engineering Gadag,ELECTRONICS AND COMMUNICATION ENGINEERING,GMR,65793.75,61868,74773,6074.240000471939,4,74773,6906.89999930931,81680
E028,Tontadarya College of Engineering Gadag,ELECTRONICS AND COMMUNICATION ENGINEERING,SCG,130078.75,110331,164896,23915.22452852994,4,164896,18872.49999811275,183768
E028,Tontadarya College of Engineering Gadag,ELECTRONICS AND COMMUNICATION ENGINEERING,SCK,117038651262.0,156828,234077145696,165517426148.2908,2,234077145696,16827.49999158625,250000
E028,Tontadarya College of Engineering Gadag,ELECTRONICS AND COMMUNICATION ENGINEERING,SCR,58519379747.25,116240,234077112095,117038488231.83452,4,234077112095,23407716128.759228,250000
E028,Tontadarya College of Engineering Gadag,ELECTRONICS AND COMMUNICATION ENGINEERING,STK,107563.0,107563,107563,0.0,1,107563,0.0,107563
E028,Tontadarya College of Engineering Gadag,MECHANICAL ENGINEERING,2AG,182699.0,182699,182699,0.0,1,182699,-25031.999949936002,157667
E028,Tontadarya College of Engineering Gadag,MECHANICAL ENGINEERING,3BG,188325.0,188325,188325,0.0,1,188325,-42058.999915882,146266
E028,Tontadarya College of Engineering Gadag,MECHANICAL ENGINEERING,GM,149262.5,94121,181444,41507.384680319235,4,181444,596.09999994039,182040
E028,Tontadarya College of Engineering Gadag,MECHANICAL ENGINEERING,GMR,186003235399.0,186003235399,186003235399,0.0,1,186003235399,-186003085244.99384,150154
E028,Tontadarya College of Engineering Gadag,MECHANICAL ENGINEERING,SCR,249206.0,249206,249206,0.0,1,249206,0.0,249206
E028,"Tontadarya College of Engineering,  Gadag MUNDARAGI ROAD",AGRICULTURE ENGINEERING,1G,237348.0,237348,237348,0.0,1,237348,0.0,237348
E028,"Tontadarya College of Engineering,  Gadag MUNDARAGI ROAD",AGRICULTURE ENGINEERING,1R,123473.0,123473,123473,0.0,1,123473,0.0,123473
E028,"Tontadarya College of Engineering,  Gadag MUNDARAGI ROAD",AGRICULTURE ENGINEERING,2AG,90776.0,90776,90776,0.0,1,90776,0.0,90776
E028,"Tontadarya College of Engineering,  Gadag MUNDARAGI ROAD",AGRICULTURE ENGINEERING,3BG,92946.0,92946,92946,0.0,1,92946,0.0,92946
E028,"Tontadarya College of Engineering,  Gadag MUNDARAGI ROAD",AGRICULTURE ENGINEERING,GM,84181.0,84181,84181,0.0,1,84181,0.0,84181
E028,"Tontadarya College of Engineering,  Gadag MUNDARAGI ROAD",AGRICULTURE ENGINEERING,GMR,86307.0,86307,86307,0.0,1,86307,0.0,86307
E028,"Tontadarya College of Engineering,  Gadag MUNDARAGI ROAD",AGRICULTURE ENGINEERING,SCG,95262.0,95262,95262,0.0,1,95262,0.0,95262
E028,"Tontadarya College of Engineering,  Gadag MUNDARAGI ROAD",AGRICULTURE ENGINEERING,STG,119673.0,119673,119673,0.0,1,119673,0.0,119673
E028,"Tontadarya College of Engineering,  Gadag MUNDARAGI ROAD",ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,1G,88064.0,88064,88064,0.0,1,88064,0.0,88064
E028,"Tontadarya College of Engineering,  Gadag MUNDARAGI ROAD",ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,2AG,76844.0,76844,76844,0.0,1,76844,0.0,76844
E028,"Tontadarya College of Engineering,  Gadag MUNDARAGI ROAD",ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,2AK,80998.0,80998,80998,0.0,1,80998,0.0,80998
E028,"Tontadarya College of Engineering,  Gadag MUNDARAGI ROAD",ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,2AR,87069.0,87069,87069,0.0,1,87069,0.0,87069
E028,"Tontadarya College of Engineering,  Gadag MUNDARAGI ROAD",ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,2BG,84580.0,84580,84580,0.0,1,84580,0.0,84580
E028,"Tontadarya College of Engineering,  Gadag MUNDARAGI ROAD",ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,3AG,73723.0,73723,73723,0.0,1,73723,0.0,73723
E028,"Tontadarya College of Engineering,  Gadag MUNDARAGI ROAD",ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,3BG,69160.0,69160,69160,0.0,1,69160,0.0,69160
E028,"Tontadarya College of Engineering,  Gadag MUNDARAGI ROAD",ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,GM,64856.0,64856,64856,0.0,1,64856,0.0,64856
E028,"Tontadarya College of Engineering,  Gadag MUNDARAGI ROAD",ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,GMK,66700.0,66700,66700,0.0,1,66700,0.0,66700
E028,"Tontadarya College of Engineering,  Gadag MUNDARAGI ROAD",ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,GMR,68425.0,68425,68425,0.0,1,68425,0.0,68425
E028,"Tontadarya College of Engineering,  Gadag MUNDARAGI ROAD",ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,SCG,112621.0,112621,112621,0.0,1,112621,0.0,112621
E028,"Tontadarya College of Engineering,  Gadag MUNDARAGI ROAD",ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,SCR,154113.0,154113,154113,0.0,1,154113,0.0,154113
E028,"Tontadarya College of Engineering,  Gadag MUNDARAGI ROAD",ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,STG,75204.0,75204,75204,0.0,1,75204,0.0,75204
E028,"Tontadarya College of Engineering,  Gadag MUNDARAGI ROAD",CIVIL ENGINEERING,1G,179687.0,179687,179687,0.0,1,179687,16794.538459605712,196482
E028,"Tontadarya College of Engineering,  Gadag MUNDARAGI ROAD",CIVIL ENGINEERING,2AG,162959.0,162959,162959,0.0,1,162959,1.844674407186529e+18,250000
E028,"Tontadarya College of Engineering,  Gadag MUNDARAGI ROAD",CIVIL ENGINEERING,GM,151533.0,151533,151533,0.0,1,151533,1419.39999985806,152952
E028,"Tontadarya College of Engineering,  Gadag MUNDARAGI ROAD",CIVIL ENGINEERING,GMR,168315.0,168315,168315,0.0,1,168315,-40043490699.1913,1
E028,"Tontadarya College of Engineering,  Gadag MUNDARAGI ROAD",CIVIL ENGINEERING,SCG,187474.0,187474,187474,0.0,1,187474,0.0,187474
E028,"Tontadarya College of Engineering,  Gadag MUNDARAGI ROAD",CIVIL ENGINEERING,STG,217959.0,217959,217959,0.0,1,217959,0.0,217959
E028,"Tontadarya College of Engineering,  Gadag MUNDARAGI ROAD",COMPUTER SCIENCE AND DESIGN,1G,142332.0,142332,142332,0.0,1,142332,19390.09999806099,161722
E028,"Tontadarya College of Engineering,  Gadag MUNDARAGI ROAD",COMPUTER SCIENCE AND DESIGN,2AG,119520.0,119520,119520,0.0,1,119520,-9.223372035932415e+17,1
E028,"Tontadarya College of Engineering,  Gadag MUNDARAGI ROAD",COMPUTER SCIENCE AND DESIGN,2AR,153545.0,153545,153545,0.0,1,153545,2529954761.6537194,250000
E028,"Tontadarya College of Engineering,  Gadag MUNDARAGI ROAD",COMPUTER SCIENCE AND DESIGN,2BG,121024.0,121024,121024,0.0,1,121024,14673.114284037358,135697
E028,"Tontadarya College of Engineering,  Gadag MUNDARAGI ROAD",COMPUTER SCIENCE AND DESIGN,3AG,113036.0,113036,113036,0.0,1,113036,6179.571427865192,119216
E028,"Tontadarya College of Engineering,  Gadag MUNDARAGI ROAD",COMPUTER SCIENCE AND DESIGN,3BG,111846.0,111846,111846,0.0,1,111846,-7.905747459257672e+17,1
E028,"Tontadarya College of Engineering,  Gadag MUNDARAGI ROAD",COMPUTER SCIENCE AND DESIGN,GM,105427.0,105427,105427,0.0,1,105427,23558323013.044167,250000
E028,"Tontadarya College of Engineering,  Gadag MUNDARAGI ROAD",COMPUTER SCIENCE AND DESIGN,GMK,110074.0,110074,110074,0.0,1,110074,9546.628570337529,119621
E028,"Tontadarya College of Engineering,  Gadag MUNDARAGI ROAD",COMPUTER SCIENCE AND DESIGN,GMR,116271.0,116271,116271,0.0,1,116271,3003040430.5139384,250000
E028,"Tontadarya College of Engineering,  Gadag MUNDARAGI ROAD",COMPUTER SCIENCE AND DESIGN,SCG,188200.0,188200,188200,0.0,1,188200,21049.999997368748,209250
E028,"Tontadarya College of Engineering,  Gadag MUNDARAGI ROAD",COMPUTER SCIENCE AND DESIGN,SCR,229556.0,229556,229556,0.0,1,229556,25145.49999685681,250000
E028,"Tontadarya College of Engineering,  Gadag MUNDARAGI ROAD",COMPUTER SCIENCE AND DESIGN,STG,206568.0,206568,206568,0.0,1,206568,0.0,206568
E028,"Tontadarya College of Engineering,  Gadag MUNDARAGI ROAD",COMPUTER SCIENCE AND ENGINEERING,1G,86492.0,86492,86492,0.0,1,86492,7639.69999923603,94132
E028,"Tontadarya College of Engineering,  Gadag MUNDARAGI ROAD",COMPUTER SCIENCE AND ENGINEERING,2AG,74113.0,74113,74113,0.0,1,74113,9000.59999909994,83114
E028,"Tontadarya College of Engineering,  Gadag MUNDARAGI ROAD",COMPUTER SCIENCE AND ENGINEERING,2AR,82455.0,82455,82455,0.0,1,82455,9287.29999814254,91742
E028,"Tontadarya College of Engineering,  Gadag MUNDARAGI ROAD",COMPUTER SCIENCE AND ENGINEERING,2BG,84571.0,84571,84571,0.0,1,84571,9341.49999906585,93912
E028,"Tontadarya College of Engineering,  Gadag MUNDARAGI ROAD",COMPUTER SCIENCE AND ENGINEERING,3AG,72643.0,72643,72643,0.0,1,72643,7713.39999922866,80356
E028,"Tontadarya College of Engineering,  Gadag MUNDARAGI ROAD",COMPUTER SCIENCE AND ENGINEERING,3BG,67215.0,67215,67215,0.0,1,67215,8863.29999911367,76078
E028,"Tontadarya College of Engineering,  Gadag MUNDARAGI ROAD",COMPUTER SCIENCE AND ENGINEERING,3BR,76752.0,76752,76752,0.0,1,76752,9255.09999907449,86007
E028,"Tontadarya College of Engineering,  Gadag MUNDARAGI ROAD",COMPUTER SCIENCE AND ENGINEERING,GM,60918.0,60918,60918,0.0,1,60918,-9.223372035932425e+17,1
E028,"Tontadarya College of Engineering,  Gadag MUNDARAGI ROAD",COMPUTER SCIENCE AND ENGINEERING,GMK,73895.0,73895,73895,0.0,1,73895,8115.59999918844,82011
E028,"Tontadarya College of Engineering,  Gadag MUNDARAGI ROAD",COMPUTER SCIENCE AND ENGINEERING,GMR,76387.0,76387,76387,0.0,1,76387,6573.39999934266,82960
E028,"Tontadarya College of Engineering,  Gadag MUNDARAGI ROAD",COMPUTER SCIENCE AND ENGINEERING,SCG,126327.0,126327,126327,0.0,1,126327,-9.223372035932407e+17,1
E028,"Tontadarya College of Engineering,  Gadag MUNDARAGI ROAD",COMPUTER SCIENCE AND ENGINEERING,SCK,129085.0,129085,129085,0.0,1,129085,-1.0185510026655252e+16,1
E028,"Tontadarya College of Engineering,  Gadag MUNDARAGI ROAD",COMPUTER SCIENCE AND ENGINEERING,SCR,136386.0,136386,136386,0.0,1,136386,1253.999999373,137640
E028,"Tontadarya College of Engineering,  Gadag MUNDARAGI ROAD",COMPUTER SCIENCE AND ENGINEERING,STG,124473.0,124473,124473,0.0,1,124473,13914.928568451987,138388
E028,"Tontadarya College of Engineering,  Gadag MUNDARAGI ROAD",COMPUTER SCIENCE AND ENGINEERING,STR,178053.0,178053,178053,0.0,1,178053,22087.49998895625,200140
E028,"Tontadarya College of Engineering,  Gadag MUNDARAGI ROAD",ELECTRICAL & ELECTRONICS ENGINEERING,1G,150643.0,150643,150643,0.0,1,150643,-19706.999990146498,130936
E028,"Tontadarya College of Engineering,  Gadag MUNDARAGI ROAD",ELECTRICAL & ELECTRONICS ENGINEERING,2AG,140574.0,140574,140574,0.0,1,140574,9388.29999906117,149962
E028,"Tontadarya College of Engineering,  Gadag MUNDARAGI ROAD",ELECTRICAL & ELECTRONICS ENGINEERING,2BG,143162.0,143162,143162,0.0,1,143162,16607.714282149576,159770
E028,"Tontadarya College of Engineering,  Gadag MUNDARAGI ROAD",ELECTRICAL & ELECTRONICS ENGINEERING,3AG,131848.0,131848,131848,0.0,1,131848,11420.666664128741,143269
E028,"Tontadarya College of Engineering,  Gadag MUNDARAGI ROAD",ELECTRICAL & ELECTRONICS ENGINEERING,3BG,128764.0,128764,128764,0.0,1,128764,13506.9999932465,142271
E028,"Tontadarya College of Engineering,  Gadag MUNDARAGI ROAD",ELECTRICAL & ELECTRONICS ENGINEERING,GM,128331.0,128331,128331,0.0,1,128331,8867.39999911326,137198
E028,"Tontadarya College of Engineering,  Gadag MUNDARAGI ROAD",ELECTRICAL & ELECTRONICS ENGINEERING,GMR,129544.0,129544,129544,0.0,1,129544,6890.29999931097,136434
E028,"Tontadarya College of Engineering,  Gadag MUNDARAGI ROAD",ELECTRICAL & ELECTRONICS ENGINEERING,SCG,149963.0,149963,149963,0.0,1,149963,7861.5999992138395,157825
E028,"Tontadarya College of Engineering,  Gadag MUNDARAGI ROAD",ELECTRICAL & ELECTRONICS ENGINEERING,SCR,150183.0,150183,150183,0.0,1,150183,-1865.4571426439477,148318
E028,"Tontadarya College of Engineering,  Gadag MUNDARAGI ROAD",ELECTRICAL & ELECTRONICS ENGINEERING,STG,228047.0,228047,228047,0.0,1,228047,30098.09999699019,250000
E028,"Tontadarya College of Engineering,  Gadag MUNDARAGI ROAD",ELECTRONICS AND COMMUNICATIO N ENGG,1G,156251.0,156251,156251,0.0,1,156251,0.0,156251
E028,"Tontadarya College of Engineering,  Gadag MUNDARAGI ROAD",ELECTRONICS AND COMMUNICATIO N ENGG,1R,168315.0,168315,168315,0.0,1,168315,0.0,168315
E028,"Tontadarya College of Engineering,  Gadag MUNDARAGI ROAD",ELECTRONICS AND COMMUNICATIO N ENGG,2AG,115250.0,115250,115250,0.0,1,115250,0.0,115250
E028,"Tontadarya College of Engineering,  Gadag MUNDARAGI ROAD",ELECTRONICS AND COMMUNICATIO N ENGG,2AR,162876.0,162876,162876,0.0,1,162876,0.0,162876
E028,"Tontadarya College of Engineering,  Gadag MUNDARAGI ROAD",ELECTRONICS AND COMMUNICATIO N ENGG,2BG,122117.0,122117,122117,0.0,1,122117,0.0,122117
E028,"Tontadarya College of Engineering,  Gadag MUNDARAGI ROAD",ELECTRONICS AND COMMUNICATIO N ENGG,3AG,139855.0,139855,139855,0.0,1,139855,0.0,139855
E028,"Tontadarya College of Engineering,  Gadag MUNDARAGI ROAD",ELECTRONICS AND COMMUNICATIO N ENGG,3BG,112559.0,112559,112559,0.0,1,112559,0.0,112559
E028,"Tontadarya College of Engineering,  Gadag MUNDARAGI ROAD",ELECTRONICS AND COMMUNICATIO N ENGG,GM,108921.0,108921,108921,0.0,1,108921,0.0,108921
E028,"Tontadarya College of Engineering,  Gadag MUNDARAGI ROAD",ELECTRONICS AND COMMUNICATIO N ENGG,GMK,112396.0,112396,112396,0.0,1,112396,0.0,112396
E028,"Tontadarya College of Engineering,  Gadag MUNDARAGI ROAD",ELECTRONICS AND COMMUNICATIO N ENGG,GMR,129753.0,129753,129753,0.0,1,129753,0.0,129753
E028,"Tontadarya College of Engineering,  Gadag MUNDARAGI ROAD",ELECTRONICS AND COMMUNICATIO N ENGG,SCG,249900.0,249900,249900,0.0,1,249900,0.0,249900
E028,"Tontadarya College of Engineering,  Gadag MUNDARAGI ROAD",ELECTRONICS AND COMMUNICATIO N ENGG,STG,237295.0,237295,237295,0.0,1,237295,0.0,237295
E028,"Tontadarya College of Engineering,  Gadag MUNDARAGI ROAD",ELECTRONICS AND COMMUNICATION ENGINEERING,1G,132296.0,132296,132296,0.0,1,132296,15114.69999848853,147411
E028,"Tontadarya College of Engineering,  Gadag MUNDARAGI ROAD",ELECTRONICS AND COMMUNICATION ENGINEERING,2AG,91847.0,91847,91847,0.0,1,91847,7694.2999992305695,99541
E028,"Tontadarya College of Engineering,  Gadag MUNDARAGI ROAD",ELECTRONICS AND COMMUNICATION ENGINEERING,2AR,108640.0,108640,108640,0.0,1,108640,6396.19999936038,115036
E028,"Tontadarya College of Engineering,  Gadag MUNDARAGI ROAD",ELECTRONICS AND COMMUNICATION ENGINEERING,2BG,96384.0,96384,96384,0.0,1,96384,9212.9999990787,105597
E028,"Tontadarya College of Engineering,  Gadag MUNDARAGI ROAD",ELECTRONICS AND COMMUNICATION ENGINEERING,3AG,112677.0,112677,112677,0.0,1,112677,12453.19999875468,125130
E028,"Tontadarya College of Engineering,  Gadag MUNDARAGI ROAD",ELECTRONICS AND COMMUNICATION ENGINEERING,3BG,88501.0,88501,88501,0.0,1,88501,7574.79999924252,96076
E028,"Tontadarya College of Engineering,  Gadag MUNDARAGI ROAD",ELECTRONICS AND COMMUNICATION ENGINEERING,GM,83700.0,83700,83700,0.0,1,83700,7012.39999929876,90712
E028,"Tontadarya College of Engineering,  Gadag MUNDARAGI ROAD",ELECTRONICS AND COMMUNICATION ENGINEERING,GMK,94800.0,94800,94800,0.0,1,94800,8439.114284749816,103239
E028,"Tontadarya College of Engineering,  Gadag MUNDARAGI ROAD",ELECTRONICS AND COMMUNICATION ENGINEERING,GMR,92319.0,92319,92319,0.0,1,92319,6906.89999930931,99226
E028,"Tontadarya College of Engineering,  Gadag MUNDARAGI ROAD",ELECTRONICS AND COMMUNICATION ENGINEERING,SCG,189789.0,189789,189789,0.0,1,189789,18872.49999811275,208661
E028,"Tontadarya College of Engineering,  Gadag MUNDARAGI ROAD",ELECTRONICS AND COMMUNICATION ENGINEERING,SCK,190483.0,190483,190483,0.0,1,190483,16827.49999158625,207310
E028,"Tontadarya College of Engineering,  Gadag MUNDARAGI ROAD",ELECTRONICS AND COMMUNICATION ENGINEERING,SCR,216554.0,216554,216554,0.0,1,216554,23407716128.759228,250000
E028,"Tontadarya College of Engineering,  Gadag MUNDARAGI ROAD",ELECTRONICS AND COMMUNICATION ENGINEERING,STG,170359.0,170359,170359,0.0,1,170359,0.0,170359
E028,"Tontadarya College of Engineering,  Gadag MUNDARAGI ROAD",ELECTRONICS AND COMMUNICATION ENGINEERING,STR,237295.0,237295,237295,0.0,1,237295,0.0,237295
E028,"Tontadarya College of Engineering,  Gadag MUNDARAGI ROAD",MECHANICAL ENGINEERING,2AG,157667.0,157667,157667,0.0,1,157667,-25031.999949936002,132635
E028,"Tontadarya College of Engineering,  Gadag MUNDARAGI ROAD",MECHANICAL ENGINEERING,3BG,146266.0,146266,146266,0.0,1,146266,-42058.999915882,104207
E028,"Tontadarya College of Engineering,  Gadag MUNDARAGI ROAD",MECHANICAL ENGINEERING,GM,140418.0,140418,140418,0.0,1,140418,596.09999994039,141014
E028,"Tontadarya College of Engineering,  Gadag MUNDARAGI ROAD",MECHANICAL ENGINEERING,GMR,149782.0,149782,149782,0.0,1,149782,-186003085244.99384,1
E028,"Tontadarya College of Engineering,  Gadag MUNDARAGI ROAD",MECHANICAL ENGINEERING,SCG,224680.0,224680,224680,0.0,1,224680,0.0,224680
E028,"Tontadarya College of Engineering,  Gadag MUNDARAGI ROAD",MECHANICAL ENGINEERING,STG,235532.0,235532,235532,0.0,1,235532,0.0,235532
E029,Maratha Mandal Engineering College Belgaum,COMPUTER SCIENCE AND ENGINEERING,1G,66509.0,60620,80854,9658.625195475113,4,80854,7764.19999922358,88618
E029,Maratha Mandal Engineering College Belgaum,COMPUTER SCIENCE AND ENGINEERING,1R,60842.0,60842,60842,0.0,1,60842,0.0,60842
E029,Maratha Mandal Engineering College Belgaum,COMPUTER SCIENCE AND ENGINEERING,2AG,-2.3058430092136512e+18,-9223372036854775808,62842,4.611686018427417e+18,4,-9223372036854775808,-9.223372035932461e+17,1
E029,Maratha Mandal Engineering College Belgaum,COMPUTER SCIENCE AND ENGINEERING,2AK,5562438235.0,86829,11124789641,7866352797.050254,2,86829,-5562351403.218824,1
E029,Maratha Mandal Engineering College Belgaum,COMPUTER SCIENCE AND ENGINEERING,2AR,69163.75,57534,88723,13843.180664741274,4,88723,6396.69999936033,95120
E029,Maratha Mandal Engineering College Belgaum,COMPUTER SCIENCE AND ENGINEERING,2BG,61902.25,44913,83928,16191.06773038764,4,83928,7611.69999923883,91540
E029,Maratha Mandal Engineering College Belgaum,COMPUTER SCIENCE AND ENGINEERING,2BK,96873.0,96873,96873,0.0,1,96873,0.0,96873
E029,Maratha Mandal Engineering College Belgaum,COMPUTER SCIENCE AND ENGINEERING,2BR,112181.5,85227,139136,38119.41946698559,2,139136,26954.499986522747,166090
E029,Maratha Mandal Engineering College Belgaum,COMPUTER SCIENCE AND ENGINEERING,3AG,67039.0,55934,94766,18531.61482440211,4,94766,9541.79999904582,104308
E029,Maratha Mandal Engineering College Belgaum,COMPUTER SCIENCE AND ENGINEERING,3AK,88697.0,88697,88697,0.0,1,88697,0.0,88697
E029,Maratha Mandal Engineering College Belgaum,COMPUTER SCIENCE AND ENGINEERING,3AR,63063.0,63063,63063,0.0,1,63063,0.0,63063
E029,Maratha Mandal Engineering College Belgaum,COMPUTER SCIENCE AND ENGINEERING,3BG,57078.25,43448,75594,13491.134480959463,4,75594,7236.59999927634,82831
E029,Maratha Mandal Engineering College Belgaum,COMPUTER SCIENCE AND ENGINEERING,3BK,93625.5,87701,99550,8378.508250279401,2,99550,5924.499997037749,105474
E029,Maratha Mandal Engineering College Belgaum,COMPUTER SCIENCE AND ENGINEERING,3BR,33414780776.333332,60929,100244193161,57875968845.10933,3,100244193161,35801473838.75846,250000
E029,Maratha Mandal Engineering College Belgaum,COMPUTER SCIENCE AND ENGINEERING,GM,-2.3058430092136573e+18,-9223372036854775808,53553,4.611686018427412e+18,4,-9223372036854775808,-9.22337203593244e+17,1
E029,Maratha Mandal Engineering College Belgaum,COMPUTER SCIENCE AND ENGINEERING,GMK,55495.25,44300,71416,11420.919968052778,4,71416,6507.09999934929,77923
E029,Maratha Mandal Engineering College Belgaum,COMPUTER SCIENCE AND ENGINEERING,GMR,60166.25,45540,77867,13317.282189571064,4,77867,7955.9999992043995,85823
E029,Maratha Mandal Engineering College Belgaum,COMPUTER SCIENCE AND ENGINEERING,SCG,-2.3058430092136197e+18,-9223372036854775808,152735,4.611686018427437e+18,4,152735,22407.49999775925,175142
E029,Maratha Mandal Engineering College Belgaum,COMPUTER SCIENCE AND ENGINEERING,SCK,130757.5,88021,173494,60438.53790835778,2,88021,-2164.1153843692005,85857
E029,Maratha Mandal Engineering College Belgaum,COMPUTER SCIENCE AND ENGINEERING,SCR,43901860088.5,84031,175607144794,87803523137.00096,4,175607144794,17560716653.84393,250000
E029,Maratha Mandal Engineering College Belgaum,COMPUTER SCIENCE AND ENGINEERING,STG,65631.0,65631,65631,0.0,1,65631,21099.66666197785,86731
E029,Maratha Mandal Engineering College Belgaum,COMPUTER SCIENCE AND ENGINEERING,STK,150380.0,150380,150380,0.0,1,150380,0.0,150380
E029,Maratha Mandal Engineering College Belgaum,ELECTRONICS AND COMMUNICATION ENGINEERING,1G,94502.5,79062,122608,19229.23694967293,4,122608,9119.999999088,131728
E029,Maratha Mandal Engineering College Belgaum,ELECTRONICS AND COMMUNICATION ENGINEERING,1K,98243.0,98243,98243,0.0,1,98243,0.0,98243
E029,Maratha Mandal Engineering College Belgaum,ELECTRONICS AND COMMUNICATION ENGINEERING,2AG,84666.25,70649,107634,15971.345390521532,4,107634,7687.89999923121,115322
E029,Maratha Mandal Engineering College Belgaum,ELECTRONICS AND COMMUNICATION ENGINEERING,2AR,1.1055012010913662e+17,110550120109136624,110550120109136624,0.0,1,110550120109136624,0.0,250000
E029,Maratha Mandal Engineering College Belgaum,ELECTRONICS AND COMMUNICATION ENGINEERING,2BG,70267.66666666667,66498,75362,4578.065129870185,3,75362,6835.085713504562,82197
E029,Maratha Mandal Engineering College Belgaum,ELECTRONICS AND COMMUNICATION ENGINEERING,2BK,101427.0,101427,101427,0.0,1,101427,0.0,101427
E029,Maratha Mandal Engineering College Belgaum,ELECTRONICS AND COMMUNICATION ENGINEERING,3AG,80392.66666666667,72945,88654,7886.045291103351,3,79579,1950.171428348552,81529
E029,Maratha Mandal Engineering College Belgaum,ELECTRONICS AND COMMUNICATION ENGINEERING,3AK,96240.0,96240,96240,0.0,1,96240,0.0,96240
E029,Maratha Mandal Engineering College Belgaum,ELECTRONICS AND COMMUNICATION ENGINEERING,3AR,86178.5,83613,88744,3628.1648942681754,2,88744,5130.999989738,93875
E029,Maratha Mandal Engineering College Belgaum,ELECTRONICS AND COMMUNICATION ENGINEERING,3BG,66680.0,61934,73497,6053.306782247204,3,73497,7035.199999195977,80532
